"order_id","ship_mode","sales_customer_id","sales_product_id","customer_name","age","city","product_name","category"
"CA-2014-126361","Second Class","VD-21670","OFF-BI-10002852","Valerie Dominguez",69,"Columbia","Ibico Standard Transparent Covers","Office Supplies"
"US-2016-100566","Standard Class","JK-16120","FUR-FU-10003394","Julie Kriz",67,"Aurora","Tenex The Solids Textured Chair Mats","Furniture"
"US-2016-108504","Same Day","PP-18955","OFF-ST-10002344","Paul Prost",44,"Smyrna","Carina 42Hx23 3/4W Media Storage Unit","Office Supplies"
"US-2016-108504","Same Day","PP-18955","OFF-PA-10001289","Paul Prost",44,"Smyrna","White Computer Printout Paper by Universal","Office Supplies"
"US-2016-108504","Same Day","PP-18955","OFF-FA-10000053","Paul Prost",44,"Smyrna","Revere Boxed Rubber Bands by Revere","Office Supplies"
"US-2016-108504","Same Day","PP-18955","FUR-FU-10004091","Paul Prost",44,"Smyrna","Howard Miller 13 Diameter Goldtone Round Wall Clock","Furniture"
"US-2016-108504","Same Day","PP-18955","FUR-BO-10004015","Paul Prost",44,"Smyrna","Bush Andora Bookcase  Maple/Graphite Gray Finish","Furniture"
"US-2016-108504","Same Day","PP-18955","OFF-EN-10003001","Paul Prost",44,"Smyrna","Ames Color-File Green Diamond Border X-ray Mailers","Office Supplies"
"US-2016-108504","Same Day","PP-18955","TEC-PH-10000215","Paul Prost",44,"Smyrna","Plantronics Cordless Phone Headset with In-line Volume - M214C","Technology"
"US-2016-108504","Same Day","PP-18955","TEC-PH-10003645","Paul Prost",44,"Smyrna","Aastra 57i VoIP phone","Technology"
"US-2016-108504","Same Day","PP-18955","OFF-PA-10000357","Paul Prost",44,"Smyrna","White Dual Perf Computer Printout Paper  2700 Sheets  1 Part  Heavyweight  20 lbs.  14 7/8 x 11","Office Supplies"
"US-2016-108504","Same Day","PP-18955","OFF-ST-10004804","Paul Prost",44,"Smyrna","Belkin 19 Vented Equipment Shelf  Black","Office Supplies"
"US-2016-108504","Same Day","PP-18955","OFF-PA-10003892","Paul Prost",44,"Smyrna","Xerox 1943","Office Supplies"
"CA-2017-124828","First Class","YS-21880","OFF-AR-10003514","Yana Sorensen",31,"Burlington","4009 Highlighters by Sanford","Office Supplies"
"US-2017-117247","Standard Class","CK-12760","FUR-TA-10002958","Cyma Kinney",18,"Linden","Bevis Oval Conference Table  Walnut","Furniture"
"US-2017-117247","Standard Class","CK-12760","FUR-TA-10001676","Cyma Kinney",18,"Linden","Hon 61000 Series Interactive Training Tables","Furniture"
"CA-2016-124485","First Class","NC-18340","OFF-BI-10000822","Nat Carroll",45,"Lansing","Acco PRESSTEX Data Binder with Storage Hooks  Light Blue  9 1/2 X 11","Office Supplies"
"CA-2016-124485","First Class","NC-18340","OFF-PA-10004971","Nat Carroll",45,"Lansing","Xerox 196","Office Supplies"
"CA-2016-124485","First Class","NC-18340","TEC-AC-10002323","Nat Carroll",45,"Lansing","SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card","Technology"
"CA-2016-124485","First Class","NC-18340","OFF-PA-10004888","Nat Carroll",45,"Lansing","Xerox 217","Office Supplies"
"CA-2016-159212","Standard Class","KM-16375","TEC-PH-10003988","Katherine Murray",70,"Salem","LF Elite 3D Dazzle Designer Hard Case Cover  Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite","Technology"
"CA-2016-159212","Standard Class","KM-16375","OFF-EN-10002230","Katherine Murray",70,"Salem","Airmail Envelopes","Office Supplies"
"US-2016-161396","Standard Class","GM-14455","FUR-TA-10002622","Gary Mitchum",64,"Houston","Bush Andora Conference Table  Maple/Graphite Gray Finish","Furniture"
"US-2016-161396","Standard Class","GM-14455","OFF-PA-10000418","Gary Mitchum",64,"Houston","Xerox 189","Office Supplies"
"US-2014-118486","First Class","SD-20485","OFF-SU-10004498","Shirley Daniels",70,"New Rochelle","Martin-Yale Premier Letter Opener","Office Supplies"
"US-2014-118486","First Class","SD-20485","FUR-TA-10001039","Shirley Daniels",70,"New Rochelle","KI Adjustable-Height Table","Furniture"
"US-2014-118486","First Class","SD-20485","TEC-AC-10004659","Shirley Daniels",70,"New Rochelle","Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB","Technology"
"CA-2016-130407","Standard Class","KD-16270","OFF-AR-10002240","Karen Daniels",59,"Springfield","Panasonic KP-150 Electric Pencil Sharpener","Office Supplies"
"CA-2016-130407","Standard Class","KD-16270","FUR-FU-10001967","Karen Daniels",59,"Springfield","Telescoping Adjustable Floor Lamp","Furniture"
"US-2016-122245","Standard Class","AB-10105","FUR-TA-10002356","Adrian Barton",63,"Phoenix","Bevis Boat-Shaped Conference Table","Furniture"
"CA-2017-105144","Standard Class","SZ-20035","OFF-LA-10003923","Sam Zeldin",39,"Pico Rivera","Alphabetical Labels for Top Tab Filing","Office Supplies"
"CA-2016-136329","Standard Class","JD-15895","FUR-CH-10002335","Jonathan Doherty",57,"Philadelphia","Hon GuestStacker Chair","Furniture"
"CA-2016-136329","Standard Class","JD-15895","FUR-FU-10000723","Jonathan Doherty",57,"Philadelphia","Deflect-o EconoMat Studded  No Bevel Mat for Low Pile Carpeting","Furniture"
"CA-2014-146640","Standard Class","HA-14905","OFF-BI-10002867","Helen Abelman",58,"New York City","GBC Recycled Regency Composition Covers","Office Supplies"
"CA-2017-115994","Second Class","BT-11305","TEC-AC-10000580","Beth Thompson",38,"Costa Mesa","Logitech G13 Programmable Gameboard with LCD Display","Technology"
"CA-2017-115994","Second Class","BT-11305","FUR-FU-10003976","Beth Thompson",38,"Costa Mesa","DAX Executive Solid Wood Document Frame  Desktop or Hang  Mahogany  5 x 7","Furniture"
"CA-2015-126697","First Class","SV-20815","TEC-PH-10002922","Stuart Van",42,"Houston","ShoreTel ShorePhone IP 230 VoIP phone","Technology"
"CA-2015-126697","First Class","SV-20815","TEC-AC-10004353","Stuart Van",42,"Houston","Hypercom P1300 Pinpad","Technology"
"CA-2015-126697","First Class","SV-20815","FUR-FU-10001706","Stuart Van",42,"Houston","Longer-Life Soft White Bulbs","Furniture"
"CA-2015-124800","Standard Class","RW-19540","OFF-PA-10000501","Rick Wilson",52,"Mesa","Petty Cash Envelope","Office Supplies"
"CA-2015-124800","Standard Class","RW-19540","OFF-BI-10000778","Rick Wilson",52,"Mesa","GBC VeloBinder Electric Binding Machine","Office Supplies"
"CA-2015-124800","Standard Class","RW-19540","OFF-AP-10004980","Rick Wilson",52,"Mesa","3M Replacement Filter for Office Air Cleaner for 20 x 33 Room","Office Supplies"
"CA-2015-124800","Standard Class","RW-19540","OFF-BI-10003984","Rick Wilson",52,"Mesa","Lock-Up Easel Spel-Binder","Office Supplies"
"CA-2015-124800","Standard Class","RW-19540","OFF-ST-10000798","Rick Wilson",52,"Mesa","2300 Heavy-Duty Transfer File Systems by Perma","Office Supplies"
"CA-2015-124800","Standard Class","RW-19540","TEC-PH-10001750","Rick Wilson",52,"Mesa","Samsung Rugby III","Technology"
"CA-2015-124800","Standard Class","RW-19540","OFF-ST-10002743","Rick Wilson",52,"Mesa","SAFCO Boltless Steel Shelving","Office Supplies"
"US-2015-164448","Second Class","DK-12835","OFF-BI-10002949","Damala Kotsonis",57,"Salinas","Prestige Round Ring Binders","Office Supplies"
"US-2015-164448","Second Class","DK-12835","OFF-EN-10002600","Damala Kotsonis",57,"Salinas","Redi-Strip #10 Envelopes  4 1/8 x 9 1/2","Office Supplies"
"US-2015-164448","Second Class","DK-12835","OFF-BI-10003708","Damala Kotsonis",57,"Salinas","Acco Four Pocket Poly Ring Binder with Label Holder  Smoke  1","Office Supplies"
"US-2015-164448","Second Class","DK-12835","OFF-LA-10003510","Damala Kotsonis",57,"Salinas","Avery 4027 File Folder Labels for Dot Matrix Printers  5000 Labels per Box  White","Office Supplies"
"CA-2017-122700","Standard Class","LT-17110","TEC-PH-10003092","Liz Thompson",51,"Lancaster","Motorola L804","Technology"
"CA-2014-120768","Second Class","IM-15070","OFF-BI-10001191","Irene Maddox",66,"Seattle","Canvas Sectional Post Binders","Office Supplies"
"CA-2014-120768","Second Class","IM-15070","OFF-SU-10004115","Irene Maddox",66,"Seattle","Acme Stainless Steel Office Snips","Office Supplies"
"CA-2014-120768","Second Class","IM-15070","FUR-CH-10000513","Irene Maddox",66,"Seattle","High-Back Leather Managers Chair","Furniture"
"US-2016-153129","Standard Class","FP-14320","OFF-PA-10003673","Frank Preis",20,"Los Angeles","Strathmore Photo Mount Cards","Office Supplies"
"CA-2017-106852","Standard Class","ST-20530","OFF-PA-10001639","Shui Tom",26,"Parma","Xerox 203","Office Supplies"
"CA-2017-106852","Standard Class","ST-20530","OFF-AR-10003829","Shui Tom",26,"Parma","Newell 35","Office Supplies"
"CA-2015-139731","Same Day","JE-15745","TEC-AC-10004975","Joel Eaton",25,"Memphis","Plantronics Audio 995 Wireless Stereo Headset","Technology"
"CA-2015-139731","Same Day","JE-15745","FUR-CH-10002024","Joel Eaton",25,"Memphis","HON 5400 Series Task Chairs for Big and Tall","Furniture"
"CA-2017-122735","Second Class","BD-11320","OFF-BI-10004364","Bill Donatelli",68,"San Francisco","Storex Dura Pro Binders","Office Supplies"
"CA-2017-122735","Second Class","BD-11320","OFF-PA-10001712","Bill Donatelli",68,"San Francisco","Xerox 1948","Office Supplies"
"CA-2017-128160","Second Class","MM-17920","OFF-BI-10001510","Michael Moore",41,"San Francisco","Deluxe Heavy-Duty Vinyl Round Ring Binder","Office Supplies"
"CA-2017-117695","First Class","PW-19030","OFF-PA-10002713","Pauline Webber",47,"Richmond","Adams Phone Message Book  200 Message Capacity  8 1/16” x 11”","Office Supplies"
"CA-2015-166135","Standard Class","SC-20440","OFF-ST-10002974","Shaun Chance",28,"Aurora","Trav-L-File Heavy-Duty Shuttle II  Black","Office Supplies"
"CA-2016-133725","Standard Class","KL-16645","TEC-PH-10004165","Ken Lonsdale",43,"Chicago","Mitel MiVoice 5330e IP Phone","Technology"
"CA-2017-102337","First Class","SD-20485","OFF-ST-10004804","Shirley Daniels",70,"New Rochelle","Belkin 19 Vented Equipment Shelf  Black","Office Supplies"
"CA-2017-102337","First Class","SD-20485","FUR-CH-10004289","Shirley Daniels",70,"New Rochelle","Global Super Steno Chair","Furniture"
"CA-2017-102337","First Class","SD-20485","TEC-PH-10002564","Shirley Daniels",70,"New Rochelle","OtterBox Defender Series Case - Samsung Galaxy S4","Technology"
"US-2014-112564","First Class","TS-21160","OFF-BI-10004876","Theresa Swint",27,"Toledo","Wilson Jones Suede Grain Vinyl Binders","Office Supplies"
"CA-2015-145821","Standard Class","JB-15400","TEC-PH-10004348","Jennifer Braxton",39,"Chicago","OtterBox Defender Series Case - iPhone 5c","Technology"
"US-2015-160150","First Class","TS-21085","OFF-BI-10004352","Thais Sissman",21,"Phoenix","Wilson Jones DublLock D-Ring Binders","Office Supplies"
"CA-2016-133711","First Class","MC-17425","OFF-PA-10001685","Mark Cousins",50,"Mobile","Easy-staple paper","Office Supplies"
"CA-2016-133711","First Class","MC-17425","OFF-BI-10000666","Mark Cousins",50,"Mobile","Surelock Post Binders","Office Supplies"
"CA-2016-133711","First Class","MC-17425","OFF-BI-10004352","Mark Cousins",50,"Mobile","Wilson Jones DublLock D-Ring Binders","Office Supplies"
"CA-2016-133711","First Class","MC-17425","TEC-MA-10000010","Mark Cousins",50,"Mobile","Hewlett-Packard Deskjet 3050a All-in-One Color Inkjet Printer","Technology"
"CA-2017-148474","Standard Class","ME-17320","OFF-BI-10000977","Maria Etezadi",48,"Columbus","Ibico Plastic Spiral Binding Combs","Office Supplies"
"CA-2017-148474","Standard Class","ME-17320","FUR-TA-10002530","Maria Etezadi",48,"Columbus","Iceberg OfficeWorks 42 Round Tables","Furniture"
"CA-2015-111297","Standard Class","SC-20440","OFF-BI-10002412","Shaun Chance",28,"Aurora","Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders","Office Supplies"
"CA-2016-123722","Standard Class","NH-18610","OFF-LA-10001569","Nicole Hansen",44,"Irving","Avery 499","Office Supplies"
"CA-2014-155271","Same Day","AA-10480","FUR-FU-10001473","Andrew Allen",50,"Concord","DAX Wood Document Frame","Furniture"
"CA-2015-119907","Standard Class","LC-17140","OFF-BI-10001765","Logan Currie",22,"Dallas","Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges","Office Supplies"
"US-2016-128902","Standard Class","MB-18085","FUR-TA-10001095","Mick Brown",54,"Vineland","Chromcraft Round Conference Tables","Furniture"
"CA-2016-152289","First Class","LC-16930","TEC-AC-10004571","Linda Cazamias",31,"Naperville","Logitech G700s Rechargeable Gaming Mouse","Technology"
"CA-2016-152289","First Class","LC-16930","FUR-CH-10002126","Linda Cazamias",31,"Naperville","Hon Deluxe Fabric Upholstered Stacking Chairs","Furniture"
"US-2016-104794","First Class","KD-16495","OFF-FA-10001754","Keith Dawkins",68,"New York City","Stockwell Gold Paper Clips","Office Supplies"
"CA-2014-151708","Standard Class","MB-17305","FUR-FU-10001602","Maria Bertelson",43,"Akron","Eldon Delta Triangular Chair Mat  52 x 58  Clear","Furniture"
"CA-2014-151708","Standard Class","MB-17305","TEC-AC-10001767","Maria Bertelson",43,"Akron","SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card","Technology"
"CA-2015-100769","Same Day","TH-21550","TEC-AC-10002402","Tracy Hopkins",48,"New York City","Razer Kraken PRO Over Ear PC and Music Headset","Technology"
"CA-2017-139199","Standard Class","DK-12835","FUR-CH-10000847","Damala Kotsonis",57,"Salinas","Global Executive Mid-Back Managers Chair","Furniture"
"CA-2017-139199","Standard Class","DK-12835","OFF-BI-10003982","Damala Kotsonis",57,"Salinas","Wilson Jones Century Plastic Molded Ring Binders","Office Supplies"
"CA-2017-139199","Standard Class","DK-12835","OFF-PA-10001293","Damala Kotsonis",57,"Salinas","Xerox 1946","Office Supplies"
"US-2015-161466","Second Class","ON-18715","OFF-AR-10000634","Odella Nelson",27,"Eagan","Newell 320","Office Supplies"
"CA-2017-164959","Standard Class","KN-16390","OFF-LA-10004272","Katherine Nockton",43,"Los Angeles","Avery 482","Office Supplies"
"US-2015-105676","Same Day","NM-18520","FUR-FU-10004270","Neoma Murray",45,"Riverside","Eldon Image Series Desk Accessories  Burgundy","Furniture"
"CA-2016-113138","Standard Class","NP-18685","OFF-AR-10003770","Nora Pelletier",42,"Niagara Falls","Newell 340","Office Supplies"
"CA-2016-113138","Standard Class","NP-18685","OFF-BI-10000320","Nora Pelletier",42,"Niagara Falls","GBC Plastic Binding Combs","Office Supplies"
"US-2017-104955","Standard Class","CG-12040","OFF-LA-10003121","Catherine Glotzbach",27,"Philadelphia","Avery 506","Office Supplies"
"CA-2016-121958","Standard Class","CS-12505","OFF-SU-10000381","Cindy Stewart",41,"Thomasville","Acme Forged Steel Scissors with Black Enamel Handles","Office Supplies"
"CA-2017-121468","First Class","KD-16345","TEC-PH-10000376","Katherine Ducich",33,"San Francisco","Square Credit Card Reader","Technology"
"US-2016-108455","Standard Class","MK-18160","OFF-PA-10002262","Mike Kennedy",22,"Jacksonville","Xerox 192","Office Supplies"
"US-2016-108455","Standard Class","MK-18160","OFF-PA-10002464","Mike Kennedy",22,"Jacksonville","HP Office Recycled Paper (20Lb. and 87 Bright)","Office Supplies"
"US-2016-108455","Standard Class","MK-18160","OFF-ST-10002214","Mike Kennedy",22,"Jacksonville","X-Rack File for Hanging Folders","Office Supplies"
"CA-2017-101210","Second Class","DW-13540","OFF-AR-10003560","Don Weiss",60,"Seattle","Zebra Zazzle Fluorescent Highlighters","Office Supplies"
"CA-2017-101210","Second Class","DW-13540","OFF-PA-10000130","Don Weiss",60,"Seattle","Xerox 199","Office Supplies"
"US-2016-108098","Standard Class","CP-12340","TEC-AC-10000865","Christine Phan",38,"New York City","WD My Passport Ultra 500GB Portable External Hard Drive","Technology"
"CA-2014-119032","Standard Class","MS-17770","OFF-FA-10003021","Maxwell Schwartz",47,"New York City","Staples","Office Supplies"
"CA-2015-140410","Standard Class","CM-12655","TEC-PH-10003580","Corinna Mitchell",33,"Los Angeles","Cisco IP Phone 7961G-GE VoIP phone","Technology"
"CA-2015-140410","Standard Class","CM-12655","TEC-AC-10001109","Corinna Mitchell",33,"Los Angeles","Logitech Trackman Marble Mouse","Technology"
"CA-2015-140410","Standard Class","CM-12655","FUR-FU-10003347","Corinna Mitchell",33,"Los Angeles","Coloredge Poster Frame","Furniture"
"CA-2014-136280","Standard Class","Co-12640","OFF-LA-10000452","Corey-Lock",55,"Philadelphia","Avery 488","Office Supplies"
"CA-2017-151911","Second Class","DL-13495","OFF-EN-10002986","Dionis Lloyd",52,"San Francisco","#10-4 1/8 x 9 1/2 Premium Diagonal Seam Envelopes","Office Supplies"
"CA-2017-166436","Standard Class","TS-21370","OFF-PA-10001838","Todd Sumrall",62,"New York City","Adams Telephone Message Book W/Dividers/Space For Phone Numbers  5 1/4X8 1/2  300/Messages","Office Supplies"
"CA-2017-166436","Standard Class","TS-21370","FUR-CH-10000785","Todd Sumrall",62,"New York City","Global Ergonomic Managers Chair","Furniture"
"CA-2017-139661","Standard Class","JW-15220","FUR-FU-10002885","Jane Waco",24,"Vancouver","Magna Visual Magnetic Picture Hangers","Furniture"
"CA-2014-123925","Second Class","RF-19840","OFF-AR-10002952","Roy Franzosisch",57,"New York City","Stanley Contemporary Battery Pencil Sharpeners","Office Supplies"
"CA-2017-152485","Standard Class","JD-15790","OFF-AR-10003759","John Dryer",26,"Coppell","Crayola Anti Dust Chalk  12/Pack","Office Supplies"
"CA-2017-152485","Standard Class","JD-15790","OFF-ST-10004950","John Dryer",26,"Coppell","Acco Perma 3000 Stacking Storage Drawers","Office Supplies"
"CA-2017-152485","Standard Class","JD-15790","OFF-AR-10001940","John Dryer",26,"Coppell","Sanford Colorific Eraseable Coloring Pencils  12 Count","Office Supplies"
"CA-2016-141586","First Class","NK-18490","OFF-BI-10003981","Neil Knudson",61,"Seattle","Avery Durable Plastic 1 Binders","Office Supplies"
"CA-2017-130386","Standard Class","NG-18430","OFF-PA-10002749","Nathan Gelder",50,"Cincinnati","Wirebound Message Books  5-1/2 x 4 Forms  2 or 4 Forms per Page","Office Supplies"
"CA-2017-130386","Standard Class","NG-18430","OFF-PA-10003823","Nathan Gelder",50,"Cincinnati","Xerox 197","Office Supplies"
"CA-2017-130386","Standard Class","NG-18430","OFF-ST-10003716","Nathan Gelder",50,"Cincinnati","Tennsco Double-Tier Lockers","Office Supplies"
"CA-2016-100468","Standard Class","AT-10435","TEC-PH-10001300","Alyssa Tate",19,"Los Angeles","iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5  4S 4","Technology"
"CA-2016-100468","Standard Class","AT-10435","FUR-FU-10000010","Alyssa Tate",19,"Los Angeles","DAX Value U-Channel Document Frames  Easel Back","Furniture"
"CA-2015-153388","Standard Class","PC-19000","OFF-AR-10001868","Pauline Chand",49,"Los Angeles","Prang Dustless Chalk Sticks","Office Supplies"
"CA-2015-153388","Standard Class","PC-19000","FUR-TA-10003715","Pauline Chand",49,"Los Angeles","Hon 2111 Invitation Series Corner Table","Furniture"
"CA-2017-154935","Standard Class","AR-10540","OFF-BI-10003708","Andy Reiter",48,"New York City","Acco Four Pocket Poly Ring Binder with Label Holder  Smoke  1","Office Supplies"
"CA-2016-134208","Standard Class","CS-12505","TEC-MA-10004458","Cindy Stewart",41,"Thomasville","Lexmark X 9575 Professional All-in-One Color Printer","Technology"
"CA-2017-108294","Same Day","LS-16975","OFF-BI-10004965","Lindsay Shagiari",66,"Los Angeles","Ibico Covers for Plastic or Wire Binding Elements","Office Supplies"
"CA-2017-103611","First Class","JM-15535","FUR-FU-10004270","Jessica Myrick",36,"Philadelphia","Eldon Image Series Desk Accessories  Burgundy","Furniture"
"CA-2017-100384","Standard Class","NH-18610","OFF-AR-10002135","Nicole Hansen",44,"Irving","Boston Heavy-Duty Trimline Electric Pencil Sharpeners","Office Supplies"
"CA-2017-100384","Standard Class","NH-18610","OFF-AR-10003514","Nicole Hansen",44,"Irving","4009 Highlighters by Sanford","Office Supplies"
"CA-2017-112809","Standard Class","RA-19915","OFF-ST-10002276","Russell Applegate",47,"Houston","Safco Steel Mobile File Cart","Office Supplies"
"CA-2017-112809","Standard Class","RA-19915","OFF-BI-10001098","Russell Applegate",47,"Houston","Acco D-Ring Binder w/DublLock","Office Supplies"
"CA-2017-112809","Standard Class","RA-19915","OFF-BI-10001636","Russell Applegate",47,"Houston","Ibico Plastic and Wire Spiral Binding Combs","Office Supplies"
"US-2017-160759","Standard Class","AI-10855","FUR-CH-10002961","Arianne Irving",35,"Philadelphia","Leather Task Chair  Black","Furniture"
"CA-2017-148446","Second Class","MC-17845","FUR-TA-10004256","Michael Chen",50,"Jackson","Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables","Furniture"
"CA-2014-111059","Second Class","TB-21400","OFF-BI-10004593","Tom Boeckenhauer",37,"Seattle","Ibico Laser Imprintable Binding System Covers","Office Supplies"
"CA-2014-111059","Second Class","TB-21400","OFF-BI-10002827","Tom Boeckenhauer",37,"Seattle","Avery Durable Poly Binders","Office Supplies"
"CA-2017-116204","Second Class","VW-21775","OFF-BI-10001759","Victoria Wilson",62,"Medina","Acco Pressboard Covers with Storage Hooks  14 7/8 x 11  Dark Blue","Office Supplies"
"CA-2017-109946","Standard Class","PL-18925","OFF-AR-10001419","Paul Lucas",20,"Chicago","Newell 325","Office Supplies"
"CA-2015-144806","Standard Class","GH-14425","FUR-FU-10002253","Gary Hwang",63,"Tucson","Howard Miller 13 Diameter Pewter Finish Round Wall Clock","Furniture"
"CA-2015-144806","Standard Class","GH-14425","OFF-PA-10002586","Gary Hwang",63,"Tucson","Xerox 1970","Office Supplies"
"CA-2015-144806","Standard Class","GH-14425","OFF-PA-10003039","Gary Hwang",63,"Tucson","Xerox 1960","Office Supplies"
"CA-2015-144806","Standard Class","GH-14425","OFF-ST-10004804","Gary Hwang",63,"Tucson","Belkin 19 Vented Equipment Shelf  Black","Office Supplies"
"CA-2015-144806","Standard Class","GH-14425","OFF-AR-10004042","Gary Hwang",63,"Tucson","BOSTON Model 1800 Electric Pencil Sharpeners  Putty/Woodgrain","Office Supplies"
"CA-2016-122392","Standard Class","CJ-12010","OFF-AR-10002221","Caroline Jumper",64,"Huntington Beach","12 Colored Short Pencils","Office Supplies"
"CA-2016-122392","Standard Class","CJ-12010","FUR-FU-10002456","Caroline Jumper",64,"Huntington Beach","Master Caster Door Stop  Large Neon Orange","Furniture"
"CA-2015-148432","Second Class","MC-18130","OFF-FA-10004968","Mike Caudle",59,"Monroe","Rubber Band Ball","Office Supplies"
"CA-2015-148432","Second Class","MC-18130","OFF-PA-10001274","Mike Caudle",59,"Monroe","Loose Memo Sheets","Office Supplies"
"CA-2015-103793","Standard Class","BV-11245","OFF-PA-10001125","Benjamin Venier",46,"Des Moines","Xerox 1988","Office Supplies"
"CA-2017-159884","Standard Class","JF-15490","OFF-ST-10000344","Jeremy Farry",38,"Seattle","Neat Ideas Personal Hanging Folder Files  Black","Office Supplies"
"CA-2017-159884","Standard Class","JF-15490","OFF-FA-10000585","Jeremy Farry",38,"Seattle","OIC Bulk Pack Metal Binder Clips","Office Supplies"
"CA-2016-139885","Standard Class","EB-13840","OFF-ST-10003324","Ellis Ballard",25,"Seattle","Belkin OmniView SE Rackmount Kit","Office Supplies"
"CA-2017-124086","Standard Class","MP-18175","FUR-BO-10004015","Mike Pelletier",34,"Laguna Niguel","Bush Andora Bookcase  Maple/Graphite Gray Finish","Furniture"
"CA-2016-112389","Standard Class","JM-15655","OFF-ST-10000419","Jim Mitchum",28,"Bridgeton","Rogers Jumbo File  Granite","Office Supplies"
"CA-2016-112389","Standard Class","JM-15655","OFF-AP-10001626","Jim Mitchum",28,"Bridgeton","Commercial WindTunnel Clean Air Upright Vacuum  Replacement Belts  Filtration Bags","Office Supplies"
"CA-2017-121888","Second Class","CL-11890","TEC-PH-10000439","Carl Ludwig",63,"Everett","GE DSL Phone Line Filter","Technology"
"CA-2017-121888","Second Class","CL-11890","OFF-AR-10003478","Carl Ludwig",63,"Everett","Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters  4/Pack","Office Supplies"
"CA-2017-121888","Second Class","CL-11890","FUR-BO-10002545","Carl Ludwig",63,"Everett","Atlantic Metals Mobile 3-Shelf Bookcases  Custom Colors","Furniture"
"CA-2017-121888","Second Class","CL-11890","OFF-BI-10001765","Carl Ludwig",63,"Everett","Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges","Office Supplies"
"CA-2014-166884","Second Class","CK-12205","FUR-FU-10003981","Chloris Kastensmidt",61,"Philadelphia","Eldon Wave Desk Accessories","Furniture"
"CA-2014-166884","Second Class","CK-12205","OFF-FA-10001561","Chloris Kastensmidt",61,"Philadelphia","Stockwell Push Pins","Office Supplies"
"CA-2014-107181","Standard Class","DB-13270","OFF-BI-10004230","Deborah Brumfield",24,"San Diego","GBC Recycled Grain Textured Covers","Office Supplies"
"CA-2014-107181","Standard Class","DB-13270","OFF-PA-10000350","Deborah Brumfield",24,"San Diego","Message Book  Standard Line While You Were Out  5 1/2 X 4  200 Sets/Book","Office Supplies"
"CA-2014-150245","Second Class","PC-18745","FUR-BO-10002613","Pamela Coakley",25,"San Francisco","Atlantic Metals Mobile 4-Shelf Bookcases  Custom Colors","Furniture"
"CA-2015-111395","Standard Class","VB-21745","OFF-PA-10000994","Victoria Brennan",27,"Columbus","Xerox 1915","Office Supplies"
"CA-2015-111395","Standard Class","VB-21745","OFF-BI-10002867","Victoria Brennan",27,"Columbus","GBC Recycled Regency Composition Covers","Office Supplies"
"CA-2015-111395","Standard Class","VB-21745","OFF-ST-10001291","Victoria Brennan",27,"Columbus","Tenex Personal Self-Stacking Standard File Box  Black/Gray","Office Supplies"
"CA-2014-134278","First Class","EP-13915","TEC-CO-10001046","Emily Phan",38,"Chicago","Canon Imageclass D680 Copier / Fax","Technology"
"US-2017-124926","Second Class","ME-17320","OFF-AP-10004868","Maria Etezadi",48,"Columbus","Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags","Office Supplies"
"CA-2016-159345","Standard Class","IG-15085","OFF-PA-10000806","Ivan Gibson",63,"San Diego","Xerox 1934","Office Supplies"
"CA-2014-130274","First Class","JS-15940","OFF-LA-10002195","Joni Sundaresam",26,"Park Ridge","Avery 481","Office Supplies"
"CA-2017-158386","Standard Class","BO-11425","OFF-BI-10003719","Bobby Odegard",63,"Richmond","Large Capacity Hanging Post Binders","Office Supplies"
"CA-2015-111507","Standard Class","VW-21775","OFF-AR-10001315","Victoria Wilson",62,"Medina","Newell 310","Office Supplies"
"CA-2017-120761","Standard Class","AB-10150","TEC-AC-10000171","Aimee Bixby",65,"Long Beach","Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc  25/Pack","Technology"
"CA-2016-109176","Standard Class","JW-16075","OFF-EN-10003134","Julia West",25,"Philadelphia","Staple envelope","Office Supplies"
"CA-2016-109176","Standard Class","JW-16075","OFF-AR-10001955","Julia West",25,"Philadelphia","Newell 319","Office Supplies"
"CA-2015-112116","Second Class","JE-15475","FUR-TA-10001039","Jeremy Ellison",30,"Troy","KI Adjustable-Height Table","Furniture"
"CA-2016-126809","Standard Class","EB-13750","OFF-BI-10003712","Edward Becker",20,"Seattle","Acco Pressboard Covers with Storage Hooks  14 7/8 x 11  Light Blue","Office Supplies"
"CA-2014-105172","Standard Class","PK-18910","OFF-LA-10001641","Paul Knutson",42,"Philadelphia","Avery 518","Office Supplies"
"CA-2017-107293","First Class","CS-12400","OFF-AR-10003732","Christopher Schild",33,"Chicago","Newell 333","Office Supplies"
